group,time,s_MP,change,type,length,sum_change,area,surge_area,group,time,change,type,p_MP,p_buyCap,p_askCap,p_totalBidVol,p_totalAskVol,length,sum_change,area
3567,1669391501307.0,12.82,0.0006243903151910591,surge,1,0.0006243903151910591,0.0006243903151910591,0.0006243903151910591,3568.0,1669391531308.0,6.079744359066553e-08,precursor,12.83,4686125.51,206215957.46,940209.41,276982.5,5.0,-7.7334348245306e-05,-0.00038667174122652997
3569,1669391718888.0,12.83,0.0007020280811232294,surge,1,0.0007020280811232294,0.0007020280811232294,0.0007020280811232294,3570.0,1669391781948.0,0.0,precursor,12.83,4670178.94,206218249.16,938917.47,277142.53,1.0,0.0,0.0
3571,1669391828714.0,12.83,0.0007014809041309134,surge,1,0.0007014809041309134,0.0007014809041309134,0.0007014809041309134,3572.0,1669391878754.0,7.79423226812126e-05,precursor,12.84,4692072.47,206231659.0,940588.93,278170.56,16.0,-0.007260140480138377,-0.11616224768221403
3573,1669394476809.0,12.75,0.0015692433713296872,surge,1,0.0015692433713296872,0.0015692433713296872,0.0015692433713296872,3574.0,1669394903448.0,0.0004704652060670722,precursor,12.77,4680868.05,206221730.02,940122.97,277535.57,1.0,0.0004704652060670722,0.0004704652060670722
3575,1669395424298.0,12.78,0.001096196950256223,surge,3,0.003441291728797702,0.010323875186393106,0.010323875186393106,3576.0,1669396597757.0,-0.0003118299932465929,precursor,12.82,4668020.49,206222561.88,938761.96,277587.38,1.0,-0.0003118299932465929,-0.0003118299932465929
3577,1669396946605.0,12.81,0.0006247560499609506,surge,1,0.0006247560499609506,0.0006247560499609506,0.0006247560499609506,3578.0,1669397315696.0,1.2168980902949045e-07,precursor,12.82,4657697.16,206215253.64,937959.08,276989.8,1.0,1.2168980902949045e-07,1.2168980902949045e-07
3579,1669397622928.0,12.85,0.0026521060842433107,surge,5,0.006306309170397716,0.031531545851988585,0.031531545851988585,3580.0,1669401730730.0,-0.00046469595667048,precursor,12.9,4673490.4,206216179.65,938652.1,276862.63,2.0,-0.001860045166763924,-0.003720090333527848
3581,1669402789677.0,12.87,0.000932038975517202,surge,2,0.002640657473967389,0.005281314947934778,0.005281314947934778,3582.0,1669404962061.0,0.00015533861807993655,precursor,12.92,4682729.35,206262103.6,939208.08,280499.48,2.0,-7.697943042447308e-05,-0.00015395886084894616
3583,1669407303225.0,12.92,0.002789738426568844,surge,1,0.002789738426568844,0.002789738426568844,0.002789738426568844,3584.0,1669408289488.0,-0.0005397640197251641,precursor,12.95,4673162.7,206229557.1,938225.82,279832.22,9.0,-0.008289083223757931,-0.07460174901382138
3585,1669418969636.0,12.88,0.0009367637996271716,surge,6,0.026991886616842275,0.16195131970105364,0.16195131970105364,3586.0,1669429698468.0,-0.0018201934591868362,precursor,13.18,5111215.63,206144934.74,969721.96,272961.95,5.0,-0.0159917454457125,-0.0799587272285625
3587,1669439354623.0,13.0,0.0015412483059374926,surge,1,0.0015412483059374926,0.0015412483059374926,0.0015412483059374926,3588.0,1669441350465.0,-7.301819635709971e-05,precursor,13.01,5093322.11,206209061.35,969832.0,278116.73,3.0,-0.007001420896084543,-0.02100426268825363
3589,1669449114097.0,12.94,0.002015024159741974,surge,1,0.002015024159741974,0.002015024159741974,0.002015024159741974,3590.0,1669451327339.0,-7.71004493342109e-05,precursor,12.92,5040610.67,206246983.44,966395.1,280850.26,1.0,-7.71004493342109e-05,-7.71004493342109e-05
3591,1669453205756.0,12.94,0.002629185275127699,surge,4,0.008796410853271675,0.0351856434130867,0.0351856434130867,3592.0,1669461774634.0,-0.0006880715975636998,precursor,13.04,5079598.3,206222167.63,968505.1,278769.66,1.0,-0.0006880715975636998,-0.0006880715975636998
3593,1669463997434.0,13.07,0.0016876463430643973,surge,3,0.0035255538594673565,0.01057666157840207,0.01057666157840207,3594.0,1669472619431.0,-0.0010715057500131242,precursor,13.1,5106222.84,206186538.42,970017.88,277923.93,27.0,-0.3625093266291714,-9.787751818987628
3595,1669487067133.0,12.85,0.0005447470817120603,surge,1,0.0005447470817120603,0.0005447470817120603,0.0005447470817120603,3596.0,1669487209353.0,-0.0006998444790046298,precursor,12.85,5061687.08,205662797.03,968704.95,264053.17,3.0,-0.002879560199506337,-0.008638680598519011
3597,1669488122919.0,12.83,0.0006240249609984261,surge,1,0.0006240249609984261,0.0006240249609984261,0.0006240249609984261,3598.0,1669488259703.0,7.806391756839392e-05,precursor,12.82,5060205.04,205651665.0,968972.85,263626.36,4.0,-0.008750707973062266,-0.035002831892249064
3599,1669489835483.0,12.72,0.0009445099878052532,surge,2,0.0018872886466461238,0.0037745772932922476,0.0037745772932922476,3600.0,1669490605653.0,-7.769203518012135e-05,precursor,12.75,5068675.3,205689933.87,970163.14,266777.85,2.0,0.00031514240840458947,0.0006302848168091789
3601,1669491688692.0,12.75,0.0010985317203804136,surge,3,0.0028227932589242498,0.008468379776772748,0.008468379776772748,3602.0,1669493702001.0,-0.0016431924882628346,precursor,12.78,5050817.97,205662977.26,968007.96,265051.11,6.0,-0.0007805710930949173,-0.004683426558569504
3603,1669497768873.0,12.79,0.0012541637845183474,surge,1,0.0012541637845183474,0.0012541637845183474,0.0012541637845183474,3604.0,1669498661721.0,-0.00023431382153141778,precursor,12.78,5009071.75,205679538.07,964759.13,266608.13,6.0,-0.008926314266758939,-0.053557885600553634
3605,1669504181473.0,12.72,0.004735912921783903,surge,2,0.007249537335016144,0.014499074670032287,0.014499074670032287,3606.0,1669508078007.0,-0.001250364768966794,precursor,12.79,5018856.93,205621520.02,965478.16,262034.85,2.0,-0.0040719947787169475,-0.008143989557433895
3607,1669511596468.0,12.72,0.0030690098434205336,surge,3,0.0068319406216848615,0.020495821865054584,0.020495821865054584,3608.0,1669516130975.0,0.00015631108287725848,precursor,12.8,5065510.18,205654892.35,969079.52,264631.06,1.0,0.00015631108287725848,0.00015631108287725848
3609,1669517116390.0,12.81,0.0036715090749414037,surge,4,0.014539248867165223,0.05815699546866089,0.05815699546866089,3610.0,1669525632045.0,-0.0018462702697120026,precursor,13.0,5077865.05,205656475.62,968868.38,264422.44,5.0,-0.00523626429929801,-0.02618132149649005
3611,1669533890472.0,12.94,0.0012389898085816032,surge,2,0.002244463897496607,0.004488927794993214,0.004488927794993214,3612.0,1669540271296.0,0.0002332125367715543,precursor,12.93,5029893.16,205659063.3,965623.55,264820.76,2.0,-0.00030607592219792366,-0.0006121518443958473
3613,1669543770842.0,12.91,0.0007733942818951345,surge,2,0.001549885207101298,0.003099770414202596,0.003099770414202596,3614.0,1669549017989.0,-7.662616956277679e-05,precursor,12.96,5039574.6,205637293.28,966171.83,263041.66,1.0,-7.662616956277679e-05,-7.662616956277679e-05
3615,1669551708729.0,12.98,0.00493792484933171,surge,1,0.00493792484933171,0.00493792484933171,0.00493792484933171,3616.0,1669554066394.0,0.00015620866715198022,precursor,13.04,5061544.21,205636836.69,967365.69,262887.38,1.0,0.00015620866715198022,0.00015620866715198022
3617,1669556900269.0,13.01,0.0009205995205401662,surge,3,0.00927781206413033,0.027833436192390988,0.027833436192390988,3618.0,1669565434174.0,-0.10638940957128695,precursor,13.2,5104479.63,205607018.1,968852.53,259839.35,1.0,-0.10638940957128695,-0.10638940957128695
3619,1669566289876.0,13.19,0.018362195979528196,surge,1,0.018362195979528196,0.018362195979528196,0.018362195979528196,3620.0,1669566319898.0,0.0,precursor,13.19,5106412.17,205602951.71,969160.91,259535.87,25.0,-0.0067612717341479335,-0.16903179335369833
3621,1669568450764.0,13.12,0.0012976516964499306,surge,1,0.0012976516964499306,0.0012976516964499306,0.0012976516964499306,3622.0,1669568777998.0,-0.000990330855045607,precursor,13.1,5080953.2,205617154.33,967555.66,261110.99,1.0,-0.000990330855045607,-0.000990330855045607
3623,1669569131646.0,13.12,0.0014499159504364866,surge,1,0.0014499159504364866,0.0014499159504364866,0.0014499159504364866,3624.0,1669569516674.0,7.645171177537158e-05,precursor,13.13,5075243.71,205623276.42,967011.19,261471.47,5.0,-0.002133857066533873,-0.010669285332669365
3625,1669571893938.0,13.1,0.0021383376390112564,surge,2,0.003435931020497529,0.006871862040995058,0.006871862040995058,3626.0,1669573084716.0,0.00022836837566773128,precursor,13.14,5071350.31,205631604.82,966652.75,262133.24,1.0,0.00022836837566773128,0.00022836837566773128
3627,1669573375783.0,13.14,0.0006088280060883022,surge,3,0.005242534308182401,0.015727602924547203,0.015727602924547203,3628.0,1669575231751.0,0.0004546027164419542,precursor,13.22,5088293.89,205622430.18,967424.99,261276.38,7.0,-0.003859109237967351,-0.027013764665771458
3629,1669579936207.0,13.17,0.000911738707987464,surge,1,0.000911738707987464,0.000911738707987464,0.000911738707987464,3630.0,1669580592945.0,0.0004555808656036664,precursor,13.18,5035479.28,205668496.69,963617.62,264817.76,2.0,-0.00022727194168009607,-0.00045454388336019214
3631,1669582566523.0,13.19,0.0011388945538844508,surge,3,0.0026564038071637207,0.007969211421491162,0.007969211421491162,3632.0,1669587186379.0,-0.0015138905391781754,precursor,13.18,5054581.43,205661844.81,965030.52,264280.05,6.0,-0.02340927383404791,-0.14045564300428745
3633,1669594243134.0,12.9,0.0017845775322624436,surge,2,0.003882925347190858,0.007765850694381716,0.007765850694381716,3634.0,1669597568220.0,-0.01151490482567421,precursor,12.92,5054190.21,205710566.45,968011.15,268575.25,6.0,-0.06788679646861462,-0.4073207788116877
3635,1669605881966.0,12.23,0.009955974030071691,surge,4,0.01478440956922107,0.05913763827688428,0.05913763827688428,3636.0,1669612446271.0,-0.0020351045687428404,precursor,12.31,4908354.07,205629248.43,961446.4,265302.27,2.0,-0.0036617680575996127,-0.0073235361151992254
3637,1669616652518.0,12.23,0.0021264553823137967,surge,3,0.008654982112261723,0.02596494633678517,0.02596494633678517,3638.0,1669623178004.0,-0.0016194354275813505,precursor,12.31,4928860.28,205662841.57,963210.5,267822.13,1.0,-0.0016194354275813505,-0.0016194354275813505
3639,1669623610135.0,12.3,0.003980503655564538,surge,1,0.003980503655564538,0.003980503655564538,0.003980503655564538,3640.0,1669626905379.0,-0.003958971572707437,precursor,12.33,4937260.36,205676781.85,963633.45,268747.51,3.0,-0.00590529657109139,-0.01771588971327417
3641,1669630830490.0,12.31,0.0006546449802275367,surge,2,0.0017138056881768394,0.003427611376353679,0.003427611376353679,3642.0,1669634558016.0,-0.0011370889462731237,precursor,12.31,4928851.72,205682831.8,963264.39,269307.09,3.0,-0.002434658214516183,-0.007303974643548549
3643,1669644422592.0,12.27,0.006518440942261561,surge,1,0.006518440942261561,0.006518440942261561,0.006518440942261561,3644.0,1669647577980.0,-0.006118270229221489,precursor,12.38,4961276.03,205659853.98,965310.67,267265.97,1.0,-0.006118270229221489,-0.006118270229221489
3645,1669651775499.0,12.18,0.002681531467146769,surge,3,0.04172443752593022,0.12517331257779066,0.12517331257779066,3646.0,1669659630135.0,-0.004858845450999183,precursor,12.42,4970133.86,205741215.71,965471.04,273859.1,10.0,-0.005341482768917871,-0.05341482768917871
3647,1669660009918.0,12.42,0.0008055422552847525,surge,1,0.0008055422552847525,0.0008055422552847525,0.0008055422552847525,3648.0,1669660073423.0,0.00040257648953301306,precursor,12.43,4977818.14,205721984.44,966107.11,272461.72,6.0,-0.0033830078027226374,-0.020298046816335825
3649,1669660684349.0,12.37,0.0006469215320682564,surge,1,0.0006469215320682564,0.0006469215320682564,0.0006469215320682564,3650.0,1669660828585.0,0.00016226791883811043,precursor,12.4,4952052.75,205737099.5,964255.22,273751.21,11.0,-0.004524016989066848,-0.04976418687973533
3651,1669663457728.0,12.35,0.002108218061877043,surge,3,0.00550444697921233,0.01651334093763699,0.01651334093763699,3652.0,1669664846179.0,-0.0005634119235093604,precursor,12.4,4963210.99,205658174.81,965106.6,266202.26,1.0,-0.0005634119235093604,-0.0005634119235093604
3653,1669665006743.0,12.4,0.0009683277356869358,surge,1,0.0009683277356869358,0.0009683277356869358,0.0009683277356869358,3654.0,1669665454387.0,-0.0010474773205791487,precursor,12.41,4967856.41,205666341.35,965416.47,266704.94,2.0,-0.0012889574967624884,-0.002577914993524977
3655,1669666186917.0,12.39,0.0006460079719300627,surge,4,0.005558747713873657,0.02223499085549463,0.02223499085549463,3656.0,1669668991639.0,-0.0002402551725616875,precursor,12.47,4989092.18,205690438.93,966650.17,268645.08,5.0,-0.0019241677270346647,-0.009620838635173323
3657,1669671511446.0,12.43,0.0010454042060895397,surge,2,0.0032153067145629377,0.006430613429125875,0.006430613429125875,3658.0,1669673663562.0,-0.0008816030267513764,precursor,12.47,5005182.08,205714530.4,967868.84,271411.29,1.0,-0.0008816030267513764,-0.0008816030267513764
3659,1669674276514.0,12.46,0.0016849427389780125,surge,1,0.0016849427389780125,0.0016849427389780125,0.0016849427389780125,3660.0,1669675532692.0,0.00024154041626475164,precursor,12.48,4936252.64,205677271.83,961413.53,268645.94,2.0,-0.0029600618922108746,-0.005920123784421749
3661,1669677381849.0,12.45,0.0008041807343137864,surge,1,0.0008041807343137864,0.0008041807343137864,0.0008041807343137864,3662.0,1669678467946.0,-0.0007212176896242428,precursor,12.44,4985260.23,205694963.4,966404.17,270350.88,6.0,-0.010942798215569548,-0.06565678929341728
3663,1669685830160.0,12.38,0.009900958903290746,surge,1,0.009900958903290746,0.009900958903290746,0.009900958903290746,3664.0,1669687173108.0,-0.0024834289254949795,precursor,12.45,4963098.32,205637389.31,764396.09,269699.15,5.0,-0.010556712444569839,-0.05278356222284919
3665,1669693455513.0,12.34,0.002275103479564189,surge,4,0.01576217967722664,0.06304871870890656,0.06304871870890656,3666.0,1669700562936.0,-0.0006384034212904343,precursor,12.48,4536460.23,205894969.09,726502.01,297033.95,2.0,-0.0011160384275793577,-0.0022320768551587155
3667,1669704766678.0,12.5,0.0014402563076101106,surge,1,0.0014402563076101106,0.0014402563076101106,0.0014402563076101106,3668.0,1669706989423.0,-0.0013570005239826877,precursor,12.52,4552532.01,205967590.06,727279.13,303945.87,1.0,-0.0013570005239826877,-0.0013570005239826877
3669,1669709525048.0,12.51,0.0030411545627073823,surge,2,0.014056306451939414,0.028112612903878828,0.028112612903878828,3670.0,1669714558516.0,-0.0007806430558619182,precursor,12.67,4559985.75,205891753.97,727040.82,298511.99,8.0,-0.01186869097461215,-0.0949495277968972
3671,1669731230633.0,12.56,0.23638581560314115,surge,1,0.23638581560314115,0.23638581560314115,0.23638581560314115,3672.0,1669733898165.0,-0.013359817443955835,precursor,12.45,4910943.52,205676591.85,756539.92,291302.84,4.0,-0.014482833606893009,-0.057931334427572034
3673,1669734018073.0,12.47,0.001526491819367637,surge,1,0.001526491819367637,0.001526491819367637,0.001526491819367637,3674.0,1669734048239.0,-0.001202951288550036,precursor,12.46,4878651.07,205700724.25,755882.9,292442.89,1.0,-0.001202951288550036,-0.001202951288550036
3675,1669734078164.0,12.45,0.0007230207001640676,surge,1,0.0007230207001640676,0.0007230207001640676,0.0007230207001640676,3676.0,1669734109673.0,0.0004815411377580237,precursor,12.47,4896424.01,205683243.64,756562.78,291360.86,6.0,-0.0005585787168797874,-0.0033514723012787245
3677,1669734419185.0,12.48,0.0022496430019850245,surge,1,0.0022496430019850245,0.0022496430019850245,0.0022496430019850245,3678.0,1669734504950.0,0.0001603205641435901,precursor,12.49,4926168.24,205685710.14,757666.35,292147.85,7.0,-0.0010402536323784628,-0.00728177542664924
3679,1669735297821.0,12.47,0.0007218608770197532,surge,1,0.0007218608770197532,0.0007218608770197532,0.0007218608770197532,3680.0,1669735447568.0,0.00016032066703675074,precursor,12.48,4945824.01,205704876.72,759059.43,293503.87,1.0,0.00016032066703675074,0.00016032066703675074
3681,1669735643433.0,12.49,0.0013625651307548558,surge,2,0.0028032057455648295,0.005606411491129659,0.005606411491129659,3682.0,1669736146527.0,4.467229834159703e-07,precursor,12.52,4075719.74,205353711.92,688467.45,265783.02,9.0,-0.007920618558276594,-0.07128556702448935
3683,1669739071117.0,12.43,0.0022557917489374633,surge,1,0.0022557917489374633,0.0022557917489374633,0.0022557917489374633,3684.0,1669739297829.0,0.0004823797833785726,precursor,12.44,4946902.13,205680498.19,759425.62,291963.45,1.0,0.0004823797833785726,0.0004823797833785726
3685,1669739819974.0,12.48,0.0023300924870249817,surge,1,0.0023300924870249817,0.0023300924870249817,0.0023300924870249817,3686.0,1669740234820.0,-0.0022435897435898024,precursor,12.48,4916726.47,205673091.7,756732.11,291158.05,2.0,-0.0024013964364220323,-0.0048027928728440646
3687,1669741646760.0,12.47,0.0008838569712936062,surge,1,0.0008838569712936062,0.0008838569712936062,0.0008838569712936062,3688.0,1669742037586.0,-0.003049437843485936,precursor,12.45,5044785.25,205707274.63,767459.75,293971.14,2.0,-0.006669721276879559,-0.013339442553759118
3689,1669743133690.0,12.39,0.0011325541174686204,surge,1,0.0011325541174686204,0.0011325541174686204,0.0011325541174686204,3690.0,1669743568891.0,0.00024219594466849957,precursor,12.4,5082269.02,205720026.21,771093.66,295307.61,1.0,0.00024219594466849957,0.00024219594466849957
3691,1669744146176.0,12.41,0.0020174308104871307,surge,1,0.0020174308104871307,0.0020174308104871307,0.0020174308104871307,3692.0,1669744964125.0,-0.00024128668941540975,precursor,12.42,5052768.87,205778592.53,768260.61,299697.58,4.0,-0.0012869478044491567,-0.005147791217796627
3693,1669747744946.0,12.45,0.003467157706718149,surge,1,0.003467157706718149,0.003467157706718149,0.003467157706718149,3694.0,1669748355823.0,-0.0002408992884722072,precursor,12.45,5227266.98,205822322.77,782440.69,303087.36,3.0,-0.00024031849684330586,-0.0007209554905299176
3695,1669750879386.0,12.46,0.0012859153656427313,surge,1,0.0012859153656427313,0.0012859153656427313,0.0012859153656427313,3696.0,1669751085121.0,-0.00040128410914931357,precursor,12.46,5245758.84,205827845.77,783774.58,303500.14,3.0,-0.003774975625041244,-0.011324926875123731
3697,1669752800714.0,12.45,0.002819917554300955,surge,3,0.0063528976941857225,0.019058693082557168,0.019058693082557168,3698.0,1669756371508.0,-0.00032012810248197574,precursor,12.5,5225275.55,205869450.0,781733.43,306644.46,2.0,-0.00015961528196917205,-0.0003192305639383441
3699,1669758613655.0,12.48,0.0011222434357742394,surge,2,0.0028027584059562623,0.005605516811912525,0.005605516811912525,3700.0,1669763448638.0,-0.001596106364398997,precursor,12.52,5218018.73,205809051.41,780811.94,303877.24,3.0,-0.002392581898635615,-0.007177745695906845
3701,1669768213701.0,12.5,0.027675229255595134,surge,4,0.03809263807380016,0.15237055229520063,0.15237055229520063,3702.0,1669777541053.0,-0.002917162349768865,precursor,12.95,5091912.38,205414353.27,766160.25,292868.05,2.0,-0.015435990782865283,-0.030871981565730566
3703,1669781718521.0,12.78,0.0011867458309649081,surge,1,0.0011867458309649081,0.0011867458309649081,0.0011867458309649081,3704.0,1669785013864.0,0.0004696671039300382,precursor,12.79,5048093.62,204330130.48,763795.03,291724.07,3.0,-0.0017971200002021791,-0.005391360000606537
3705,1669792333691.0,12.82,0.012534962998622268,surge,2,0.02442435267501858,0.04884870535003716,0.04884870535003716,3706.0,1669798404172.0,-0.010324060111748756,precursor,12.99,5125437.25,194022348.19,766777.51,287966.25,2.0,-0.011315369588235468,-0.022630739176470935
3707,1669804790298.0,12.96,0.0005485478494379747,surge,2,0.0019432864293813634,0.0038865728587627268,0.0038865728587627268,3708.0,1669808811578.0,-0.0003083440579180863,precursor,12.94,5105899.73,193816029.34,765057.84,287344.72,7.0,-0.010056320231946404,-0.07039424162362483
3709,1669824682636.0,12.79,0.010217704444986264,surge,2,0.09810545055764772,0.19621090111529543,0.19621090111529543,3710.0,1669827927750.0,-0.0003906250000000333,precursor,12.8,5235801.44,192671463.54,776342.69,283328.71,4.0,-0.0021886604786272466,-0.008754641914508986
3711,1669828047754.0,12.78,0.0006264682850430248,surge,1,0.0006264682850430248,0.0006264682850430248,0.0006264682850430248,3712.0,1669828079036.0,-7.824726134585403e-05,precursor,12.78,5260253.65,192664120.34,778540.36,282802.66,2.0,-0.0006259780907668322,-0.0012519561815336644
3713,1669828159938.0,12.78,0.0005481597494126466,surge,1,0.0005481597494126466,0.0005481597494126466,0.0005481597494126466,3714.0,1669828189968.0,7.83085356303781e-05,precursor,12.78,5265290.35,192666430.79,778812.89,283063.91,14.0,-0.013246447176927766,-0.1854502604769887
3715,1669830064307.0,12.61,0.0015865465283016133,surge,3,0.0036448884124152146,0.010934665237245643,0.010934665237245643,3716.0,1669830689905.0,-0.0003943200911619704,precursor,12.66,5429803.01,192635082.75,793414.48,282106.93,4.0,-0.003875273376686028,-0.015501093506744112
3717,1669831963360.0,12.63,0.0026976587368320983,surge,1,0.0026976587368320983,0.0026976587368320983,0.0026976587368320983,3718.0,1669832355486.0,-0.0004740583351556804,precursor,12.64,5178763.29,192641450.64,773201.07,283087.44,2.0,-7.830079584303373e-05,-0.00015660159168606747
3719,1669833076373.0,12.68,0.007831040507397713,surge,5,0.030003742663406264,0.15001871331703132,0.15001871331703132,3720.0,1669836401119.0,-0.004984777438497822,precursor,13.0,5222812.68,192553363.87,773086.89,279807.83,2.0,-0.007295265209961099,-0.014590530419922199
3721,1669837639585.0,12.91,0.0007742929245598718,surge,3,0.00409672904299282,0.01229018712897846,0.01229018712897846,3722.0,1669840426840.0,-0.00015354906315226958,precursor,12.97,5238022.25,192492650.0,774046.26,279227.77,1.0,-0.00015354906315226958,-0.00015354906315226958
3723,1669841597504.0,12.96,0.0006175798507053742,surge,2,0.001856228758211631,0.003712457516423262,0.003712457516423262,3724.0,1669843127482.0,-7.467954788786813e-05,precursor,12.99,5091205.77,179370078.33,758821.42,278500.47,1.0,-7.467954788786813e-05,-7.467954788786813e-05
3725,1669843806572.0,13.02,0.0044608301305302245,surge,1,0.0044608301305302245,0.0044608301305302245,0.0044608301305302245,3726.0,1669844935468.0,0.00030710186310822785,precursor,13.05,5096861.28,179366275.19,758680.72,279912.44,2.0,0.0003841989803904045,0.000768397960780809
3727,1669847174149.0,13.09,0.0016863518252486554,surge,1,0.0016863518252486554,0.0016863518252486554,0.0016863518252486554,3728.0,1669847830000.0,-0.00022883214963166366,precursor,13.07,5103299.71,179367123.16,759262.03,282364.73,1.0,-0.00022883214963166366,-0.00022883214963166366
3729,1669848989901.0,13.11,0.0014523668390590827,surge,5,0.010533100106891236,0.05266550053445618,0.05266550053445618,3730.0,1669854576462.0,-0.005521213555632398,precursor,13.2,4990161.31,179138529.25,747717.92,273440.62,5.0,-0.011373689163713419,-0.05686844581856709
3731,1669860369480.0,13.1,0.0013012150552028756,surge,4,0.008628744509053998,0.03451497803621599,0.03451497803621599,3732.0,1669867066427.0,-0.0006823353642144258,precursor,13.16,4949602.41,179124854.74,745851.63,273039.16,5.0,-0.008277385825499528,-0.04138692912749764
3733,1669875312444.0,13.1,0.001989348105859423,surge,1,0.001989348105859423,0.001989348105859423,0.001989348105859423,3734.0,1669877415546.0,-0.00015249707408243607,precursor,13.1,3995532.9,178660008.59,672905.5,238641.94,6.0,-0.005651178584726557,-0.03390707150835934
3735,1669889143720.0,13.05,0.002150306471620378,surge,1,0.002150306471620378,0.002150306471620378,0.002150306471620378,3736.0,1669891668848.0,-0.0008409198300231679,precursor,13.08,5076171.6,179099884.74,756801.35,271580.45,1.0,-0.0008409198300231679,-0.0008409198300231679
3737,1669894256915.0,13.02,0.001076849054296325,surge,2,0.002846411115737635,0.00569282223147527,0.00569282223147527,3738.0,1669898459003.0,0.00046186889424820743,precursor,13.07,5041855.13,179125632.7,754171.25,273525.61,3.0,-0.009019572476681826,-0.027058717430045478
3739,1669905366917.0,13.0,0.004320345261751335,surge,2,0.03559561711896175,0.0711912342379235,0.0711912342379235,3740.0,1669909333202.0,-0.24719190772134167,precursor,13.07,5314713.96,179106091.24,775809.56,271776.11,3.0,-0.24719103065782494,-0.7415730919734749
3741,1669909423295.0,13.08,0.000841329561593751,surge,2,0.0017582935114771824,0.003516587022954365,0.003516587022954365,3742.0,1669909483312.0,-7.633587786259888e-05,precursor,13.1,5313622.48,179131418.45,775547.44,273599.36,3.0,0.0006872561654780007,0.002061768496434002
3743,1669909573232.0,13.11,0.0006865570830493883,surge,1,0.0006865570830493883,0.0006865570830493883,0.0006865570830493883,3744.0,1669909603394.0,7.627765064834868e-05,precursor,13.11,5289984.92,179141898.35,773534.24,274403.97,3.0,0.0005337109121674622,0.0016011327365023865
3745,1669909703419.0,13.14,0.0007621370720562459,surge,1,0.0007621370720562459,0.0007621370720562459,0.0007621370720562459,3746.0,1669909751145.0,-0.0011417844459277403,precursor,13.12,5293000.1,179123503.97,773434.62,272858.63,7.0,-0.005721303377397046,-0.04004912364177932
3747,1669910240210.0,13.07,0.0009188361408881462,surge,2,0.0019134803643005237,0.0038269607286010475,0.0038269607286010475,3748.0,1669910447700.0,-0.00022912417677662945,precursor,13.08,5344370.17,179132970.9,777743.83,273636.74,9.0,-0.007350610363779586,-0.06615549327401628
3749,1669911992953.0,13.01,0.0016171026426633262,surge,1,0.0016171026426633262,0.0016171026426633262,0.0016171026426633262,3750.0,1669912223312.0,0.00038449695073629054,precursor,13.01,5324923.61,179142574.42,777058.11,274925.17,1.0,0.00038449695073629054,0.00038449695073629054
3751,1669912578922.0,13.03,0.0007688758310967714,surge,1,0.0007688758310967714,0.0007688758310967714,0.0007688758310967714,3752.0,1669912915011.0,1.1788935609935436e-07,precursor,13.03,4944585.26,179112296.52,746808.3,272470.53,8.0,-0.007776197134751761,-0.06220957707801409
3753,1669915248271.0,12.92,0.002554239241833878,surge,2,0.004408358214256147,0.008816716428512294,0.008816716428512294,3754.0,1669916481927.0,0.00030887838536320934,precursor,12.98,5312207.55,179093154.61,775969.22,273337.08,5.0,-0.0026181733978306145,-0.013090866989153072
3755,1669920100021.0,12.94,0.0011585995357248136,surge,1,0.0011585995357248136,0.0011585995357248136,0.0011585995357248136,3756.0,1669920927439.0,-0.0013100636386622843,precursor,12.95,5311179.03,179094655.91,776075.07,274599.5,2.0,-0.0034730015821256566,-0.006946003164251313
3757,1669922288251.0,12.94,0.0015488270514607105,surge,1,0.0015488270514607105,0.0015488270514607105,0.0015488270514607105,3758.0,1669923120152.0,0.00015479857657032525,precursor,12.94,3970638.68,178635645.74,670773.45,240267.61,1.0,0.00015479857657032525,0.00015479857657032525
3759,1669924339440.0,12.97,0.0009277155468931597,surge,2,0.0014692694664243501,0.0029385389328487003,0.0029385389328487003,3760.0,1669925927688.0,2.9782508578213294e-07,precursor,12.97,5340560.79,179053910.27,778224.45,274337.7,6.0,-0.0065706327052727055,-0.039423796231636235
3761,1669931355101.0,12.87,0.000854761180848207,surge,4,0.0035708845304748605,0.014283538121899442,0.014283538121899442,3762.0,1669935678751.0,-0.001237194183032453,precursor,12.92,5311822.67,178842204.11,762543.46,271707.85,2.0,-0.005111603374526663,-0.010223206749053327
3763,1669938314134.0,12.87,0.0017132131586355737,surge,5,0.014554969515368455,0.07277484757684227,0.07277484757684227,3764.0,1669944561126.0,-0.0038340059399580738,precursor,13.04,5333349.91,178823360.76,761781.45,272491.76,2.0,-0.011297091735160424,-0.02259418347032085
3765,1669947612807.0,12.88,0.0032813139059771125,surge,3,0.009306967633389262,0.027920902900167785,0.027920902900167785,3766.0,1669952264671.0,-0.004376125244133877,precursor,12.98,5323865.45,178738743.54,763830.06,274386.25,2.0,-0.008930092890220752,-0.017860185780441504
3767,1669954300629.0,12.86,0.0007881394667649255,surge,2,0.009255730645875782,0.018511461291751564,0.018511461291751564,3768.0,1669958647449.0,-0.0006911263502752063,precursor,13.01,5334644.64,178749030.73,764229.76,276033.2,1.0,-0.0006911263502752063,-0.0006911263502752063
3769,1669960256167.0,13.01,0.0010771595813870772,surge,5,0.013407739336120017,0.06703869668060009,0.06703869668060009,3770.0,1669973376009.0,0.00038149190464918935,precursor,13.18,4987027.93,178275696.49,736985.7,265678.85,1.0,0.00038149190464918935,0.00038149190464918935
