,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,change.1,sum_change.1,Cluster
4984,0.001658719,0.0012368405,0.00038609782,0.003914419,0.0004532293,0.0004532293,Cluster 0
4985,-0.017902471,-0.0013140393,-0.005427406,-0.0042445576,-0.00015065882,-0.0004522041,Cluster 0
4986,0.01031952,-0.001022041,0.0030158004,-0.003210881,-0.00015037457,-0.00015037457,Cluster 0
4987,0.008240435,0.0009287247,0.0024406074,0.0029256542,0.00015105688,0.00015105688,Cluster 0
4988,0.002437871,0.011617053,0.00060362427,0.037125167,-0.0025550358,-0.008670767,Cluster 0
4989,-0.01127105,-0.0013962908,-0.0033155056,-0.004363057,-0.0013631203,-0.0017422527,Cluster 0
4990,0.019188518,0.00018506852,0.005458403,0.00046097848,0.0003795309,-0.00075351406,Cluster 0
4991,-0.004681559,-0.0004804272,-0.0017361075,-0.0017035017,0.00037775707,-0.0009024738,Cluster 0
4992,-0.008351402,-0.002396312,-0.0025297846,-0.0074217627,-0.0018840053,-0.0018840053,Cluster 0
4993,-0.0120492745,0.0007761191,-0.003889567,0.0021528283,-0.002560073,-0.008764429,Cluster 0
4994,-0.0022754495,-0.00024541904,-0.0006229534,-0.00064874045,3.4470105e-07,-7.4608426e-05,Cluster 0
4995,0.00359832,0.00041632628,0.0008096518,0.0010496799,-0.00052617566,-0.00052617566,Cluster 0
4996,0.033522017,-0.0006257868,0.009353115,-0.0018704784,-0.0033198479,-0.003014982,Cluster 0
4997,0.0025160953,-0.0001484218,0.0005793684,-0.00049726415,-0.0007550008,-0.0007550008,Cluster 0
4998,-0.002108953,-0.0004068665,-0.00053865137,-0.0011474693,0.00015156793,0.00015156793,Cluster 0
4999,0.10984727,-0.026058597,0.031058943,-0.081395224,-0.0036809233,-0.0036809233,Cluster 0
5000,-0.009610305,-0.0017845988,-0.0032381278,-0.0061548827,-0.0025580295,-0.020977823,Cluster 0
5001,-0.009443008,0.00087463553,-0.002364303,0.0032128927,-0.010098362,-0.010098362,Cluster 0
5002,0.51854825,0.0012181073,0.110236,0.0013009962,-0.0015395872,-0.0015395872,Cluster 0
5003,-0.5728943,0.2576904,-0.18250963,0.26012826,-0.1774058,-0.1774058,Cluster 0
5004,0.009067736,0.0016849791,0.0026527576,0.005794518,-0.0005372218,-0.00053704495,Cluster 0
5005,0.007732276,0.00012033619,0.0022241338,0.00041456707,0.0,0.0,Cluster 0
5006,0.00081263465,0.0012886447,0.00019315486,0.0043110545,7.674597e-05,-0.00199369,Cluster 0
5007,-0.012673671,0.00174443,-0.0035934006,0.006090449,7.751279e-05,-0.0067734043,Cluster 0
5008,0.008662867,0.0014853249,0.002189576,0.0046753995,-7.323533e-05,-0.0046260143,Cluster 0
5009,-0.01969052,0.0027718304,-0.0057445206,0.009566572,-0.000617397,-0.000617397,Cluster 0
5010,0.0039449073,0.0009819716,0.0009862375,0.0033658294,7.7338416e-05,-0.0003078696,Cluster 0
5011,-0.005429762,0.00029394007,-0.001726979,0.0010342281,-0.0015378703,-0.00238432,Cluster 0
5012,0.008590303,-0.00079904,0.002575507,-0.0028088826,-0.0013861561,-0.0033139808,Cluster 0
5013,-0.0050178077,0.0009175621,-0.0013792424,0.003254651,-0.00084942085,-0.00084942085,Cluster 0
5014,-0.0018429701,0.0005690805,-0.00087613077,0.0016767462,7.798944e-05,-0.000382126,Cluster 0
5015,0.008684182,-0.0018457553,0.002392074,-0.0065275575,-0.00022743887,-0.0049553867,Cluster 0
5016,-0.009362388,0.000477602,-0.0032516026,0.0013303371,-0.0003044684,-0.0003044684,Cluster 0
5017,-0.008925885,0.00010937844,-0.0029762513,0.00023175454,0.00015214755,0.00015214755,Cluster 0
5018,0.012614354,-0.0012057702,0.003709804,-0.004189867,-0.0012088016,-0.0034770637,Cluster 0
5019,-0.07790472,-0.009382244,-0.025516454,-0.03170163,-0.003252544,-0.003252544,Cluster 0
5020,0.010635759,-0.0005412781,0.0031767848,-0.0016282758,-0.002123396,-0.002123396,Cluster 0
5021,-0.3746876,0.006292895,-0.11064674,0.017052783,-0.0031589817,-0.0031589817,Cluster 0
5022,-0.35787132,0.0010220659,-0.100930765,0.0039442754,-0.0021294786,-0.14522947,Cluster 0
5023,0.56310433,-0.004231826,0.11413875,-0.013495308,0.00028728868,-0.0034222621,Cluster 0
5024,-0.0124509595,0.0015924945,-0.0036316535,0.005142384,-0.00057086797,-0.010886386,Cluster 0
5025,-0.005448519,0.00017163553,-0.0017159432,0.0005822694,7.308619e-05,-0.0050496794,Cluster 0
5026,-0.36649856,-0.0037982746,-0.1054117,-0.011863947,0.00036127167,0.00021738888,Cluster 0
5027,0.080279894,-0.0012787032,0.016671969,-0.004097133,0.0002887044,0.0002887044,Cluster 0
5028,-0.019360194,-0.0006310356,-0.0055294605,0.00015942947,0.00014326407,7.2293486e-05,Cluster 0
5029,0.017490502,-0.011547278,0.0066390475,-0.0382865,-0.0059401584,-0.0059401584,Cluster 0
5030,-0.0052424674,0.0014676772,-0.0005507856,0.0052542207,-0.0016838028,-0.010892958,Cluster 0
5031,-0.0044718385,0.0065533277,-0.0016087933,0.00013765768,-0.0020352814,-0.0020352814,Cluster 0
5032,-0.0058128736,0.00128707,-0.002619,0.0031491504,-0.0016812359,-0.0025564611,Cluster 0
5033,0.007685624,0.00032403914,0.0015102372,0.0036781637,-0.008414367,-0.008414367,Cluster 0
5034,0.09686069,-0.009263999,0.033023767,-0.028958106,-0.005384301,-0.023345752,Cluster 0
5035,0.02696171,-0.005880574,0.009287239,-0.016497608,-0.008152418,-0.008152418,Cluster 0
5036,-0.012690293,-0.0017426824,-0.00430257,-0.0058929157,-0.0033796849,-0.00637776,Cluster 0
5037,-0.0030427577,0.0035645321,-0.0023250498,-0.0047780806,-0.003980883,-0.022951782,Cluster 0
5038,-0.35187376,0.23986094,-0.2166511,0.14491667,-0.017249867,-0.023269188,Cluster 0
5039,-0.011962801,0.0020441504,-0.0038643174,0.0066896165,-0.0009950908,-0.0038486905,Cluster 0
5040,-0.001278606,-0.0010221751,-0.0010665599,-0.003551858,-0.0008590447,-0.052733906,Cluster 0
5041,-0.026490407,0.0026082157,-0.010043516,0.00929711,-0.0017372696,-0.0060606943,Cluster 0
5042,0.0110045215,-0.001338184,0.0018565746,-0.0046586,-0.0019500097,-0.010603652,Cluster 0
5043,0.06000692,0.002556696,0.018551052,0.009405183,0.0002088548,-0.011514197,Cluster 0
5044,0.0020199865,-0.00021055643,0.00012579345,-0.0009287251,0.00021443544,-0.00924063,Cluster 0
5045,0.0023913626,0.0041974275,0.00066797563,0.01280781,6.978052e-05,-0.000691992,Cluster 0
5046,0.012843199,0.001759613,0.004823239,0.0056629726,-0.0013058757,-0.0011670855,Cluster 0
5047,-0.014399398,-0.00016253245,-0.004451985,-0.00027475329,-0.0017227129,-0.0017227129,Cluster 0
5048,0.007083226,-0.012236535,0.0019791122,-0.0011428014,-0.0030106553,-0.0030106553,Cluster 0
5049,-0.016170086,0.00024289396,-0.0049976106,0.0011545237,-0.002871604,-0.008975343,Cluster 0
5050,-0.0049240063,-0.004805644,-0.0019243667,-0.015590559,-0.0043157777,-0.0072742277,Cluster 0
5051,-0.012311367,-0.002801959,-0.003962043,-0.009055726,0.00027776096,-0.0010284977,Cluster 0
5052,-0.0027654064,-0.010167819,-0.00059461425,-0.032280173,-0.005083144,-0.005083144,Cluster 0
5053,-0.012370372,0.00022116673,-0.0038251698,0.0030761848,-0.0012069284,-0.0012069284,Cluster 0
5054,-0.047385912,0.004098608,-0.016180927,0.013528692,-0.0036775044,-0.0036775044,Cluster 0
5055,0.022047184,0.0014292262,0.007045967,0.0045035672,-0.0007309857,-0.0007309857,Cluster 0
5056,-0.05734882,-0.0050139287,-0.023285065,-0.015774509,-0.0030919933,-0.0063329968,Cluster 0
5057,0.07186979,0.0019544554,0.031526133,0.0061566774,-0.00031720885,-0.00031720885,Cluster 0
5058,-0.014975176,0.0003942814,-0.0038392663,0.0010805945,-0.006212842,-0.022657692,Cluster 0
5059,-0.03670715,-0.0013418307,-0.0147913005,-0.0047008884,0.0002697714,-0.01957955,Cluster 0
5060,0.010760694,0.0003402117,0.0038843388,0.001217617,0.00014002378,0.00014002378,Cluster 0
5061,0.011008737,-0.0007710026,0.0036303303,-0.002671923,-0.0006117791,-0.002040993,Cluster 0
5062,-0.020938333,-0.0019165769,-0.006233738,-0.005451219,-0.0066818465,-0.0066818465,Cluster 0
5063,-0.04921316,0.009641117,-0.017648933,0.032807205,-0.008149214,-0.008006284,Cluster 0
5064,-0.4835339,-0.6485342,-0.2058055,-0.27060452,-0.019608842,-0.020095242,Cluster 0
